review_text,rating,category,subject_id,subject_name,sentiment_class,reputation_index
Отличный товар. Однако хамское обслуживание.,4,Бытовая техника,SUBJ_0008,ОптимаШоп,1,-0.0356
Размер низкое качество. Полное разочарование.,3,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.699
Обслуживание не соответствует описанию. Полное разочарование.,2,Ресторан,SUBJ_0041,СтандартЦентр,0,-0.5338
Плохой товар. Но полностью доволен.,3,Бытовая техника,SUBJ_0049,ГлобалМаркет,1,0.1609
"Ужасное качество, не соответствует описанию. Однако не идеально но сойдёт.",1,Продукты питания,SUBJ_0010,ЭкспрессГрупп,0,-0.337
Брак. Но буду заказывать ещё.,4,Бытовая техника,SUBJ_0007,ЛюксХаб,1,-0.4025
Могло быть лучше. Бывает и лучше.,3,Книги,SUBJ_0041,СтандартЦентр,1,0.2807
Камера не соответствует описанию. Плохой товар.,2,Электроника,SUBJ_0029,МаксимумГрупп,0,-0.5004
"Не советую, цена доставки пришло поврежденное.",2,Доставка,SUBJ_0014,ПремиумПлюс,0,-0.5974
"На троечку, цвет ничего выдающегося.",4,Одежда,SUBJ_0047,СуперСервисСток,1,-0.2671
Замечательно! немного быстрая доставка.,5,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.4461
Худшая покупка!  потерянная посылка.,1,Отель,SUBJ_0017,СтандартТрейд,0,-0.7096
Не идеально но сойдёт. Пойдёт.,4,Электроника,SUBJ_0027,ГлобалТрейд,1,0.0024
Немного буду заказывать ещё. Лучшее что покупал!,4,Продукты питания,SUBJ_0043,МегаМаркетСток,2,0.2721
Соответствует цене. За такие деньги норм.,3,Доставка,SUBJ_0047,СуперСервисСток,1,-0.2095
"Не рекомендую, однако работает идеально.",4,Косметика,SUBJ_0000,МегаМаркетПлюс,1,-0.122
"Качественный продукт, однако деньги не вернули.",2,Одежда,SUBJ_0047,СуперСервисСток,1,0.1144
Очень доволен. Но деньги не вернули.,4,Книги,SUBJ_0009,ТехноМирМаркет,1,-0.0017
Ничего выдающегося. Средне.,5,Одежда,SUBJ_0022,СуперСервисТрейд,2,0.9404
"Ужасное качество, не работает, хотя ожидал большего.",3,Спорт и отдых,SUBJ_0021,ПремиумЦентр,0,-0.4896
Надёжность превзошло ожидания. Всё отлично.,5,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.7837
Мощность пришло поврежденное. Полное разочарование.,1,Бытовая техника,SUBJ_0031,ГлобалЦентр,0,-0.6547
"Не советую, вкус хамское обслуживание.",3,Продукты питания,SUBJ_0038,ТехноМирПро,1,-0.2528
"Соответствует цене, еда не хуже других.",2,Ресторан,SUBJ_0033,СуперСервисЛайн,1,0.0836
"Качественный продукт, работает идеально, но обычное качество.",3,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.4358
Соответствует цене. Средний уровень.,3,Одежда,SUBJ_0002,МегаМаркетСток,1,0.3655
"На троечку, шум можно взять если нужно.",4,Бытовая техника,SUBJ_0029,МаксимумГрупп,2,0.3973
"Ничего особенного, материал ничего выдающегося.",2,Спорт и отдых,SUBJ_0030,ГлобалШоп,1,0.0483
Весьма потерянная посылка. Брак!,4,Электроника,SUBJ_0027,ГлобалТрейд,1,-0.1412
Плохой товар! слегка потерянная посылка.,3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,0,-0.2887
"Неплохо но, еда можно взять если нужно.",2,Ресторан,SUBJ_0043,МегаМаркетСток,1,-0.4389
"Не рекомендую, не стоит таких денег, но ожидал большего.",3,Косметика,SUBJ_0023,ГлобалГрупп,0,-0.8676
Размер нет нареканий. Супер.,4,Одежда,SUBJ_0002,МегаМаркетСток,2,0.5041
Приемлемо. Без восторга.,3,Электроника,SUBJ_0018,ГлобалПро,1,0.1341
"Разочарован, низкое качество, при этом не впечатлило.",2,Отель,SUBJ_0005,ГлобалСток,1,-0.0187
"Супер, переплёт полностью доволен.",5,Книги,SUBJ_0015,ЛюксПро,2,0.5365
"Топ, радует каждый день, при этом не хуже других.",4,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.6552
Брак! крайне обман покупателей.,2,Электроника,SUBJ_0042,ПремиумСток,0,-0.6243
"Худшая покупка, не стоит таких денег, однако не идеально но сойдёт.",2,Доставка,SUBJ_0018,ГлобалПро,1,0.3044
Скорость стоит своих денег. Замечательно.,3,Доставка,SUBJ_0025,ГлобалМаркет,1,-0.1996
Всё отлично. Однако не соответствует описанию.,5,Одежда,SUBJ_0019,ГлобалГрупп,2,0.4757
Ужасное качество! крайне обман покупателей.,2,Бытовая техника,SUBJ_0006,ТехноМирСток,0,-0.0275
"Хороший выбор, правда пришло поврежденное.",3,Спорт и отдых,SUBJ_0049,ГлобалМаркет,1,0.0068
"Великолепно, но потерянная посылка.",3,Одежда,SUBJ_0012,МегаМаркетХаб,1,-0.125
"Топ, быстрая доставка. С другой стороны, без восторга.",3,Книги,SUBJ_0027,ГлобалТрейд,1,-0.2928
"Очень доволен, полностью доволен. Но есть и плюсы и минусы.",3,Отель,SUBJ_0017,СтандартТрейд,2,0.5036
Плохой товар! очень хамское обслуживание.,1,Бытовая техника,SUBJ_0032,ОптимаМаркет,0,-0.6667
"Очень доволен, при этом хамское обслуживание.",3,Продукты питания,SUBJ_0004,ТехноМирПро,1,-0.2895
"Великолепно, радует каждый день. Однако бывает и лучше.",4,Продукты питания,SUBJ_0010,ЭкспрессГрупп,2,0.8293
"Супер, правда хамское обслуживание.",2,Книги,SUBJ_0040,МегаМаркетХаб,1,-0.3476
"Полное разочарование, хамское обслуживание, при этом обычное качество.",2,Электроника,SUBJ_0004,ТехноМирПро,1,0.3023
Отличный товар!  всё как в описании.,5,Отель,SUBJ_0034,ЛюксГрупп,2,0.2495
Чистота нет нареканий. Очень доволен.,5,Отель,SUBJ_0003,СтандартХаб,2,0.387
"Лучшее что покупал, еда стоит своих денег.",5,Ресторан,SUBJ_0045,МаксимумМаркет,2,0.8822
Деньги на ветер! очень низкое качество.,2,Косметика,SUBJ_0016,МегаМаркетСток,0,-0.336
Слегка не работает. Плохой товар!,3,Ресторан,SUBJ_0049,ГлобалМаркет,0,-0.7403
"Могло быть лучше, расположение ожидал большего.",3,Отель,SUBJ_0039,СуперСервисХаб,1,-0.1373
"Хороший выбор, нет нареканий, при этом можно взять если нужно.",2,Одежда,SUBJ_0012,МегаМаркетХаб,1,0.0662
Не хуже других. Неплохо но.,2,Электроника,SUBJ_0003,СтандартХаб,1,0.2543
Могло быть лучше. Средний уровень.,3,Одежда,SUBJ_0011,ГлобалТрейд,1,0.026
Расположение нет нареканий. Замечательно.,5,Отель,SUBJ_0005,ГлобалСток,2,0.7054
Довольно радует каждый день. Хороший выбор!,3,Отель,SUBJ_0002,МегаМаркетСток,2,0.2992
"Топ, качество пошива буду заказывать ещё.",4,Одежда,SUBJ_0002,МегаМаркетСток,2,0.5542
"Есть недостатки, текстура есть и плюсы и минусы.",3,Косметика,SUBJ_0044,ЭкспрессПро,1,-0.1711
"Жалею что купил, текстура потерянная посылка.",1,Косметика,SUBJ_0016,МегаМаркетСток,0,-0.7042
"Не советую, не работает, хотя есть и плюсы и минусы.",1,Продукты питания,SUBJ_0036,ЭкспрессЛайн,0,-0.2504
"Брак, не стоит таких денег, но ожидал большего.",1,Отель,SUBJ_0005,ГлобалСток,0,-0.4732
Не советую! немного быстро износилось.,1,Бытовая техника,SUBJ_0042,ПремиумСток,0,-0.4184
Не идеально но сойдёт. Обычный товар.,3,Спорт и отдых,SUBJ_0028,ГлобалПлюс,1,0.0678
Чистота превзошло ожидания. Топ.,5,Ресторан,SUBJ_0041,СтандартЦентр,2,0.6837
"Отличный товар, стоит своих денег. С другой стороны, средний уровень.",4,Отель,SUBJ_0034,ЛюксГрупп,2,0.5585
Срок годности работает идеально. Великолепно.,5,Продукты питания,SUBJ_0036,ЭкспрессЛайн,2,0.2733
"Рекомендую, нет нареканий, при этом есть и плюсы и минусы.",4,Книги,SUBJ_0047,СуперСервисСток,1,0.1668
"Качественный продукт, быстрая доставка. Однако без восторга.",3,Доставка,SUBJ_0025,ГлобалМаркет,2,0.6362
"Отвратительно, не стоит таких денег. С другой стороны, не впечатлило.",1,Электроника,SUBJ_0005,ГлобалСток,0,-0.3323
Разочарован! весьма пришло поврежденное.,1,Спорт и отдых,SUBJ_0049,ГлобалМаркет,0,-0.2753
"Могло быть лучше, звук обычное качество.",4,Электроника,SUBJ_0042,ПремиумСток,1,-0.26
Атмосфера всё как в описании. Великолепно.,4,Ресторан,SUBJ_0024,СтандартМаркет,2,0.6488
"Рекомендую, звук стоит своих денег.",4,Электроника,SUBJ_0003,СтандартХаб,2,0.4148
"Могло быть лучше, запах обычное качество.",3,Косметика,SUBJ_0000,МегаМаркетПлюс,1,-0.139
"Деньги на ветер, сломалось через неделю, хотя можно взять если нужно.",2,Отель,SUBJ_0039,СуперСервисХаб,0,-0.6691
"Брак, не соответствует описанию. Но обычное качество.",1,Ресторан,SUBJ_0041,СтандартЦентр,0,-0.1616
"Ужасное качество, не соответствует описанию. С другой стороны, ничего выдающегося.",4,Одежда,SUBJ_0002,МегаМаркетСток,1,-0.066
"Худшая покупка, быстро износилось. С другой стороны, есть и плюсы и минусы.",2,Косметика,SUBJ_0044,ЭкспрессПро,0,-0.7211
"Топ, нет нареканий, при этом ожидал большего.",4,Электроника,SUBJ_0008,ОптимаШоп,2,0.5503
"Очень доволен, камера буду заказывать ещё.",4,Электроника,SUBJ_0018,ГлобалПро,2,0.3526
Удобство обман покупателей. Плохой товар.,1,Спорт и отдых,SUBJ_0021,ПремиумЦентр,0,-0.5109
"Всё отлично, материал работает идеально.",5,Спорт и отдых,SUBJ_0028,ГлобалПлюс,2,0.9739
"Жалею что купил, деньги не вернули, правда не впечатлило.",2,Ресторан,SUBJ_0015,ЛюксПро,0,-0.5087
"Ужасное качество, хотя радует каждый день.",3,Отель,SUBJ_0048,ПремиумСток,1,0.2366
"Отличный товар, всё как в описании. Однако не впечатлило.",5,Отель,SUBJ_0033,СуперСервисЛайн,2,0.6476
Замечательно. Но низкое качество.,3,Косметика,SUBJ_0019,ГлобалГрупп,1,-0.233
"Прекрасная покупка, отличный сервис, хотя обычное качество.",3,Одежда,SUBJ_0020,ГлобалПро,1,0.1996
"Очень доволен, но деньги не вернули.",3,Электроника,SUBJ_0044,ЭкспрессПро,1,0.316
Крайне полностью доволен. Отличный товар!,4,Электроника,SUBJ_0007,ЛюксХаб,2,0.8702
"Всё отлично, но пришло поврежденное.",3,Книги,SUBJ_0024,СтандартМаркет,1,-0.0548
Есть недостатки. Ничего выдающегося.,3,Книги,SUBJ_0018,ГлобалПро,1,-0.006
Плохой товар! весьма пришло поврежденное.,1,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.092
Переплёт пришло поврежденное. Полное разочарование.,1,Книги,SUBJ_0031,ГлобалЦентр,0,-0.4763
"Понравилось, качество на высоте, однако ожидал большего.",5,Бытовая техника,SUBJ_0007,ЛюксХаб,2,1.0
Всё отлично. Но не соответствует описанию.,3,Книги,SUBJ_0020,ГлобалПро,1,-0.2113
"Худшая покупка, низкое качество, хотя есть и плюсы и минусы.",2,Продукты питания,SUBJ_0046,ТехноМирГрупп,0,-0.5581
Деньги на ветер. Но отличный сервис.,4,Ресторан,SUBJ_0024,СтандартМаркет,1,-0.1163
"Понравилось, превзошло ожидания. С другой стороны, средний уровень.",3,Ресторан,SUBJ_0033,СуперСервисЛайн,1,0.0356
"Полное разочарование, цена доставки не работает.",1,Доставка,SUBJ_0023,ГлобалГрупп,0,-0.4225
"Великолепно, всё как в описании, однако обычное качество.",4,Продукты питания,SUBJ_0001,ГлобалЛайн,2,0.6693
"Ужасное качество, однако радует каждый день.",3,Одежда,SUBJ_0037,ЛюксЦентр,1,0.2715
Шум не стоит таких денег. Жалею что купил.,1,Бытовая техника,SUBJ_0044,ЭкспрессПро,0,-0.5397
Отвратительно! слегка быстро износилось.,3,Доставка,SUBJ_0027,ГлобалТрейд,1,-0.0978
"Супер, полностью доволен, хотя без восторга.",5,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.6829
Очень сломалось через неделю. Худшая покупка!,2,Электроника,SUBJ_0027,ГлобалТрейд,1,0.1742
"Соответствует цене, удобство бывает и лучше.",4,Спорт и отдых,SUBJ_0021,ПремиумЦентр,1,0.3579
Приемлемо. Без восторга.,4,Отель,SUBJ_0017,СтандартТрейд,1,-0.275
"Отвратительно, низкое качество, однако без восторга.",1,Книги,SUBJ_0049,ГлобалМаркет,0,0.1209
"Рекомендую, хотя потерянная посылка.",2,Отель,SUBJ_0017,СтандартТрейд,1,-0.0813
"Отличный товар, при этом долгая доставка.",4,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,-0.0372
"Приемлемо, материал ничего выдающегося.",1,Спорт и отдых,SUBJ_0049,ГлобалМаркет,0,-0.4642
 отличный сервис. Прекрасная покупка!,3,Косметика,SUBJ_0020,ГлобалПро,2,0.5786
Обычное качество. Неплохо но.,3,Отель,SUBJ_0034,ЛюксГрупп,1,-0.0861
Довольно не работает. Не рекомендую!,3,Электроника,SUBJ_0040,МегаМаркетХаб,0,-0.4868
Обычный товар. Ничего выдающегося.,3,Книги,SUBJ_0020,ГлобалПро,1,-0.0372
Так себе. Не впечатлило.,5,Ресторан,SUBJ_0007,ЛюксХаб,2,0.9444
"Великолепно, приятно удивлён. Но есть и плюсы и минусы.",3,Электроника,SUBJ_0002,МегаМаркетСток,1,0.1435
Довольно полностью доволен. Понравилось!,5,Бытовая техника,SUBJ_0006,ТехноМирСток,2,0.6225
Весьма обман покупателей. Ужасное качество!,1,Косметика,SUBJ_0002,МегаМаркетСток,0,-0.2918
Чистота быстро износилось. Худшая покупка.,3,Отель,SUBJ_0034,ЛюксГрупп,1,0.113
"Соответствует цене, качество пошива можно взять если нужно.",3,Одежда,SUBJ_0009,ТехноМирМаркет,1,-0.1167
"Прекрасная покупка, материал превзошло ожидания.",2,Одежда,SUBJ_0007,ЛюксХаб,1,-0.1925
На троечку. Не впечатлило.,3,Косметика,SUBJ_0032,ОптимаМаркет,1,0.2581
Ничего выдающегося. Ничего особенного.,3,Косметика,SUBJ_0012,МегаМаркетХаб,1,0.1363
"Плохой товар, не соответствует описанию, правда не впечатлило.",3,Книги,SUBJ_0031,ГлобалЦентр,0,-0.5474
"Хороший выбор, полностью доволен. Однако ожидал большего.",4,Одежда,SUBJ_0011,ГлобалТрейд,1,-0.2491
Разочарован! довольно не работает.,3,Бытовая техника,SUBJ_0028,ГлобалПлюс,0,-0.377
Есть недостатки. За такие деньги норм.,4,Ресторан,SUBJ_0014,ПремиумПлюс,1,-0.0198
Могло быть лучше. За такие деньги норм.,1,Ресторан,SUBJ_0026,МаксимумГрупп,0,-0.4611
"Хороший выбор, удобство полностью доволен.",3,Спорт и отдых,SUBJ_0016,МегаМаркетСток,1,0.0607
Персонал обман покупателей. Жалею что купил.,1,Отель,SUBJ_0048,ПремиумСток,0,-0.7673
"На троечку, дизайн не хуже других.",3,Спорт и отдых,SUBJ_0028,ГлобалПлюс,1,0.0377
"Отвратительно, хотя превзошло ожидания.",3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,0.159
Можно взять если нужно. Средне.,4,Бытовая техника,SUBJ_0020,ГлобалПро,1,-0.3252
Чистота радует каждый день. Отличный товар.,4,Отель,SUBJ_0017,СтандартТрейд,2,0.818
Цены полностью доволен. Великолепно.,5,Ресторан,SUBJ_0026,МаксимумГрупп,2,0.5832
"Прекрасная покупка, но пришло поврежденное.",4,Доставка,SUBJ_0045,МаксимумМаркет,1,0.0347
"Лучшее что покупал, всё как в описании. С другой стороны, не хуже других.",4,Одежда,SUBJ_0023,ГлобалГрупп,2,1.0
Мощность полностью доволен. Супер.,5,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.5737
"Кошмар, правда работает идеально.",3,Отель,SUBJ_0039,СуперСервисХаб,1,0.0455
Соответствует цене. Не идеально но сойдёт.,4,Книги,SUBJ_0020,ГлобалПро,1,-0.0112
"Всё отлично, отличный сервис, но есть и плюсы и минусы.",5,Одежда,SUBJ_0011,ГлобалТрейд,2,0.0951
Цена доставки превзошло ожидания. Лучшее что покупал.,2,Доставка,SUBJ_0025,ГлобалМаркет,0,-0.4382
"Полное разочарование, состав хамское обслуживание.",1,Косметика,SUBJ_0000,МегаМаркетПлюс,0,-0.2435
Завтрак качество на высоте. Всё отлично.,5,Отель,SUBJ_0001,ГлобалЛайн,2,0.4663
"Замечательно, буду заказывать ещё. С другой стороны, за такие деньги норм.",3,Доставка,SUBJ_0025,ГлобалМаркет,1,-0.0877
Могло быть лучше. Не впечатлило.,2,Косметика,SUBJ_0000,МегаМаркетПлюс,1,0.2879
"Деньги на ветер, материал низкое качество.",3,Одежда,SUBJ_0019,ГлобалГрупп,0,-0.3779
"Не рекомендую, хамское обслуживание, при этом не идеально но сойдёт.",1,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.4616
"Качественный продукт, всё как в описании, однако не идеально но сойдёт.",3,Спорт и отдых,SUBJ_0035,МаксимумШоп,2,0.5123
"Хороший выбор, радует каждый день, однако есть и плюсы и минусы.",5,Ресторан,SUBJ_0007,ЛюксХаб,2,0.679
"Кошмар, потерянная посылка, хотя не идеально но сойдёт.",3,Доставка,SUBJ_0014,ПремиумПлюс,0,-0.4252
"Могло быть лучше, состав обычное качество.",3,Косметика,SUBJ_0000,МегаМаркетПлюс,1,-0.0332
Нормально. Бывает и лучше.,1,Косметика,SUBJ_0027,ГлобалТрейд,0,-0.3822
Весьма сломалось через неделю. Не рекомендую!,4,Отель,SUBJ_0039,СуперСервисХаб,1,0.0986
Могло быть лучше. Не впечатлило.,1,Ресторан,SUBJ_0024,СтандартМаркет,0,-0.901
"Понравилось, однако хамское обслуживание.",2,Ресторан,SUBJ_0024,СтандартМаркет,1,0.0159
"Пойдёт, завтрак бывает и лучше.",2,Отель,SUBJ_0039,СуперСервисХаб,1,-0.1484
Плохой товар! очень долгая доставка.,3,Ресторан,SUBJ_0041,СтандартЦентр,0,-0.3438
"Великолепно, расположение превзошло ожидания.",5,Отель,SUBJ_0017,СтандартТрейд,2,0.5428
"Очень доволен, качество пошива всё как в описании.",4,Одежда,SUBJ_0011,ГлобалТрейд,1,-0.0015
"Лучшее что покупал, хотя деньги не вернули.",4,Бытовая техника,SUBJ_0045,МаксимумМаркет,1,-0.242
 долгая доставка. Полное разочарование!,3,Книги,SUBJ_0031,ГлобалЦентр,1,-0.1508
"Качественный продукт, при этом хамское обслуживание.",2,Отель,SUBJ_0046,ТехноМирГрупп,1,0.1026
Замечательно. Но низкое качество.,4,Электроника,SUBJ_0027,ГлобалТрейд,1,-0.301
"Приемлемо, содержание бывает и лучше.",4,Книги,SUBJ_0034,ЛюксГрупп,1,-0.1319
Есть и плюсы и минусы. Ничего особенного.,4,Книги,SUBJ_0030,ГлобалШоп,2,0.9849
Неплохо но. Ожидал большего.,3,Косметика,SUBJ_0032,ОптимаМаркет,1,-0.0751
"Не советую, звук не стоит таких денег.",3,Электроника,SUBJ_0042,ПремиумСток,1,-0.2082
"Рекомендую, номер превзошло ожидания.",5,Отель,SUBJ_0034,ЛюксГрупп,2,0.6416
Довольно качество на высоте. Супер!,5,Одежда,SUBJ_0034,ЛюксГрупп,2,0.2395
Худшая покупка! очень не стоит таких денег.,1,Книги,SUBJ_0040,МегаМаркетХаб,0,-0.2534
"Полное разочарование, быстро износилось, но средний уровень.",4,Продукты питания,SUBJ_0010,ЭкспрессГрупп,1,0.0537
Полное разочарование! довольно пришло поврежденное.,3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,0,-0.8659
Немного быстрая доставка. Замечательно!,5,Доставка,SUBJ_0045,МаксимумМаркет,2,0.5105
Средний уровень. Средне.,3,Электроника,SUBJ_0027,ГлобалТрейд,1,-0.0965
Неплохо но. Обычное качество.,4,Спорт и отдых,SUBJ_0003,СтандартХаб,1,0.1783
Очень работает идеально. Топ!,3,Одежда,SUBJ_0023,ГлобалГрупп,1,0.1994
На троечку. Ничего выдающегося.,5,Бытовая техника,SUBJ_0033,СуперСервисЛайн,2,0.6536
Не идеально но сойдёт. Пойдёт.,4,Электроника,SUBJ_0036,ЭкспрессЛайн,2,0.4738
Рекомендую! весьма работает идеально.,2,Книги,SUBJ_0035,МаксимумШоп,1,0.3357
Не впечатлило. Пойдёт.,2,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.3426
Так себе. Не впечатлило.,4,Бытовая техника,SUBJ_0007,ЛюксХаб,1,-0.4604
Отвратительно. Однако стоит своих денег.,2,Продукты питания,SUBJ_0010,ЭкспрессГрупп,1,-0.6895
 радует каждый день. Качественный продукт!,4,Продукты питания,SUBJ_0019,ГлобалГрупп,2,0.6318
"Брак, хотя превзошло ожидания.",2,Одежда,SUBJ_0021,ПремиумЦентр,1,-0.1594
"Пойдёт, посадка ничего выдающегося.",4,Одежда,SUBJ_0048,ПремиумСток,1,-0.6329
"Лучшее что покупал. С другой стороны, деньги не вернули.",3,Книги,SUBJ_0040,МегаМаркетХаб,1,0.0624
"Так себе, упаковка не впечатлило.",3,Косметика,SUBJ_0016,МегаМаркетСток,1,0.0052
Разочарован! крайне не стоит таких денег.,3,Книги,SUBJ_0040,МегаМаркетХаб,0,-0.5072
"Жалею что купил, не стоит таких денег. Однако средний уровень.",1,Косметика,SUBJ_0000,МегаМаркетПлюс,0,0.0491
Не хуже других. Приемлемо.,4,Отель,SUBJ_0005,ГлобалСток,1,-0.3212
Скорость низкое качество. Брак.,3,Электроника,SUBJ_0018,ГлобалПро,1,-0.059
"Ничего особенного, содержание обычное качество.",3,Книги,SUBJ_0031,ГлобалЦентр,1,-0.5398
"Брак, однако быстрая доставка.",3,Спорт и отдых,SUBJ_0028,ГлобалПлюс,1,-0.4402
Обычное качество. Могло быть лучше.,2,Косметика,SUBJ_0003,СтандартХаб,1,-0.1181
"Отвратительно, шум не работает.",2,Бытовая техника,SUBJ_0004,ТехноМирПро,0,-0.6512
"Отличный товар, быстрая доставка. Но не идеально но сойдёт.",4,Косметика,SUBJ_0043,МегаМаркетСток,2,0.6549
Не рекомендую. Однако стоит своих денег.,3,Ресторан,SUBJ_0046,ТехноМирГрупп,1,0.1378
"Полное разочарование, при этом превзошло ожидания.",3,Книги,SUBJ_0020,ГлобалПро,1,-0.1429
"Отвратительно, при этом стоит своих денег.",4,Одежда,SUBJ_0030,ГлобалШоп,1,0.1253
Полное разочарование. Однако быстрая доставка.,3,Отель,SUBJ_0034,ЛюксГрупп,1,0.0985
"Не советую. С другой стороны, буду заказывать ещё.",4,Электроника,SUBJ_0005,ГлобалСток,1,0.0155
Кошмар. Однако отличный сервис.,2,Продукты питания,SUBJ_0019,ГлобалГрупп,1,-0.6415
Удобство низкое качество. Не рекомендую.,1,Спорт и отдых,SUBJ_0036,ЭкспрессЛайн,0,-0.0526
Есть недостатки. Не идеально но сойдёт.,4,Ресторан,SUBJ_0033,СуперСервисЛайн,1,-0.0768
"Худшая покупка, деньги не вернули, однако бывает и лучше.",1,Отель,SUBJ_0005,ГлобалСток,0,-0.4113
Всё отлично!  стоит своих денег.,5,Косметика,SUBJ_0044,ЭкспрессПро,2,0.4428
"Рекомендую, отличный сервис, правда не хуже других.",5,Продукты питания,SUBJ_0001,ГлобалЛайн,2,0.9192
Крайне радует каждый день. Топ!,5,Спорт и отдых,SUBJ_0030,ГлобалШоп,2,1.0
"Рекомендую. С другой стороны, долгая доставка.",2,Косметика,SUBJ_0008,ОптимаШоп,1,0.419
"Средне, качество пошива ничего выдающегося.",2,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.4116
Не советую!  быстро износилось.,1,Одежда,SUBJ_0011,ГлобалТрейд,0,-0.6277
"Всё отлично, посадка нет нареканий.",5,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.7276
Обычный товар. Есть и плюсы и минусы.,4,Спорт и отдых,SUBJ_0021,ПремиумЦентр,1,0.4173
"Жалею что купил, долгая доставка, однако можно взять если нужно.",1,Косметика,SUBJ_0016,МегаМаркетСток,0,-0.0151
Слегка не работает. Полное разочарование!,1,Одежда,SUBJ_0019,ГлобалГрупп,0,-0.5224
Рекомендую. Однако потерянная посылка.,2,Отель,SUBJ_0048,ПремиумСток,1,-0.1268
"Ничего особенного, скорость бывает и лучше.",3,Электроника,SUBJ_0027,ГлобалТрейд,0,-0.5121
Ожидал большего. Пойдёт.,4,Одежда,SUBJ_0037,ЛюксЦентр,1,0.4922
Завтрак радует каждый день. Топ.,3,Отель,SUBJ_0017,СтандартТрейд,2,0.2886
Приемлемо. Можно взять если нужно.,4,Электроника,SUBJ_0027,ГлобалТрейд,1,-0.0458
"Средне, чистота ожидал большего.",3,Отель,SUBJ_0013,ЭкспрессТрейд,1,-0.2947
"Всё отлично, качество на высоте, но не идеально но сойдёт.",5,Доставка,SUBJ_0024,СтандартМаркет,2,0.5757
Полное разочарование! довольно низкое качество.,1,Ресторан,SUBJ_0032,ОптимаМаркет,0,-0.2958
"Плохой товар, не стоит таких денег. Однако ожидал большего.",2,Электроника,SUBJ_0042,ПремиумСток,1,-0.274
"Соответствует цене, расположение за такие деньги норм.",3,Отель,SUBJ_0013,ЭкспрессТрейд,1,0.4136
Плохой товар!  деньги не вернули.,3,Косметика,SUBJ_0032,ОптимаМаркет,0,-1.0
Соответствует цене. Без восторга.,3,Спорт и отдых,SUBJ_0026,МаксимумГрупп,1,-0.0766
Отвратительно! довольно пришло поврежденное.,2,Одежда,SUBJ_0011,ГлобалТрейд,0,-0.5792
Разочарован! довольно обман покупателей.,1,Доставка,SUBJ_0006,ТехноМирСток,0,-0.399
Слегка отличный сервис. Лучшее что покупал!,3,Косметика,SUBJ_0044,ЭкспрессПро,2,0.2868
Средний уровень. Могло быть лучше.,2,Доставка,SUBJ_0016,МегаМаркетСток,1,-0.1749
"Полное разочарование, не соответствует описанию, однако средний уровень.",3,Ресторан,SUBJ_0024,СтандартМаркет,0,-0.2786
Перевод отличный сервис. Супер.,4,Книги,SUBJ_0031,ГлобалЦентр,2,0.5709
Прекрасная покупка! немного нет нареканий.,4,Электроника,SUBJ_0027,ГлобалТрейд,2,0.3286
На троечку. За такие деньги норм.,2,Отель,SUBJ_0005,ГлобалСток,1,0.0094
Атмосфера отличный сервис. Понравилось.,4,Ресторан,SUBJ_0030,ГлобалШоп,2,0.902
Весьма буду заказывать ещё. Лучшее что покупал!,4,Спорт и отдых,SUBJ_0000,МегаМаркетПлюс,2,0.5073
Брак!  потерянная посылка.,2,Косметика,SUBJ_0044,ЭкспрессПро,0,-0.4971
"Брак, не стоит таких денег. Однако есть и плюсы и минусы.",3,Бытовая техника,SUBJ_0004,ТехноМирПро,0,-0.4938
"Отличный товар, но сломалось через неделю.",3,Ресторан,SUBJ_0033,СуперСервисЛайн,1,-0.031
Приемлемо. Не впечатлило.,4,Отель,SUBJ_0013,ЭкспрессТрейд,1,0.2057
На троечку. Можно взять если нужно.,1,Ресторан,SUBJ_0031,ГлобалЦентр,0,-0.5181
"Кошмар, размер деньги не вернули.",2,Одежда,SUBJ_0023,ГлобалГрупп,0,-0.5156
Ничего особенного. Бывает и лучше.,5,Одежда,SUBJ_0025,ГлобалМаркет,2,0.6633
"Понравилось, нет нареканий. Однако ожидал большего.",3,Спорт и отдых,SUBJ_0028,ГлобалПлюс,1,0.2981
"Хороший выбор, буду заказывать ещё, правда ничего выдающегося.",2,Ресторан,SUBJ_0033,СуперСервисЛайн,1,0.1693
Ужасное качество! очень не стоит таких денег.,2,Спорт и отдых,SUBJ_0028,ГлобалПлюс,0,-0.7819
"Лучшее что покупал, отличный сервис, при этом можно взять если нужно.",4,Косметика,SUBJ_0033,СуперСервисЛайн,1,0.2522
